# algorithm	order	size	timeNs
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	268435456	2292476375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	1024	32708
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	2048	49833
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	4096	101042
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	8192	223375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	16384	470042
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	32768	1020167
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	65536	2179917
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	131072	4639916
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	262144	9340750
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	524288	20684083
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	1048576	43725417
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	2097152	91387417
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	4194304	192872333
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	8388608	395292125
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	16777216	850334875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	33554432	1721418084
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	67108864	3718919375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	134217728	7636785791
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	268435456	16167920250
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	1024	7542
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	2048	9291
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	4096	18958
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	8192	32458
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	16384	62709
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	32768	150625
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	65536	309375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	131072	604375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	262144	1214375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	524288	2819500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	1048576	6292167
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	2097152	12389958
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	4194304	28496833
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	8388608	60918667
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	16777216	123118625
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	33554432	283938916
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	67108864	548033667
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	134217728	1121265916
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	268435456	2460518875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	1024	9042
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	2048	11417
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	4096	23417
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	8192	37292
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	16384	71250
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	32768	141667
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	65536	288417
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	131072	609209
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	262144	1235792
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	524288	2874000
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	1048576	6355167
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	2097152	12522875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	4194304	29263792
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	8388608	60756500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	16777216	124436625
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	33554432	270804917
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	67108864	537116917
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	134217728	1132849292
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	268435456	2483287541
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	1024	26584
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	2048	49167
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	4096	100833
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	8192	235875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	16384	484333
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	32768	998125
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	65536	2160500
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	131072	4683000
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	262144	9980792
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	524288	21424625
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	1048576	45624875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	2097152	94903292
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	4194304	199745917
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	8388608	411461875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	16777216	863035458
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	33554432	1838098875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	67108864	3820681959
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	134217728	7966589333
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	268435456	16420470958
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	1024	5709
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	2048	9750
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	4096	17208
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	8192	34708
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	16384	64875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	32768	133833
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	65536	264500
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	131072	569792
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	262144	1216166
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	524288	2534167
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	1048576	5310625
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	2097152	12004750
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	4194304	24975125
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	8388608	52301792
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	16777216	110879167
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	33554432	227365500
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	67108864	469010083
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	134217728	1001698167
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	268435456	2088581333
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	1024	6000
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	2048	9458
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	4096	16958
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	8192	40875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	16384	68417
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	32768	141417
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	65536	299625
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	131072	620542
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	262144	1343792
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	524288	2792500
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	1048576	5882875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	2097152	12700750
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	4194304	26609625
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	8388608	55960625
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	16777216	117094916
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	33554432	247252292
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	67108864	511530250
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	134217728	1068835333
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	268435456	2242844666
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	1024	26000
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	2048	49666
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	4096	117375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	8192	221083
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	16384	486500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	32768	1039875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	65536	2255667
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	131072	4674709
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	262144	9994083
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	524288	21399375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	1048576	44105000
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	2097152	95812792
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	4194304	193827917
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	8388608	403328042
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	16777216	862132875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	33554432	1742829334
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	67108864	3670930625
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	134217728	7634302834
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	268435456	15789730542
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	1024	5375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	2048	7500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	4096	20708
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	8192	36041
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	16384	66417
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	32768	143542
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	65536	301875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	131072	585417
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	262144	1197125
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	524288	2745542
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	1048576	6072167
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	2097152	12355750
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	4194304	28168250
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	8388608	59901458
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	16777216	122565875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	33554432	269268500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	67108864	531146958
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	134217728	1110823375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	268435456	2468559333
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	1024	7083
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	2048	12542
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	4096	23417
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	8192	32333
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	16384	67958
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	32768	152333
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	65536	299000
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	131072	618667
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	262144	1254125
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	524288	2947167
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	1048576	6341417
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	2097152	12483250
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	4194304	29367833
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	8388608	61477125
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	16777216	123487125
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	33554432	270493083
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	67108864	534393833
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	134217728	1141389500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	268435456	2469830209
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	1024	24459
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	2048	57625
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	4096	113958
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	8192	225916
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	16384	480792
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	32768	1055000
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	65536	2341875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	131072	4793250
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	262144	10025833
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	524288	20932792
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	1048576	46049542
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	2097152	94869500
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	4194304	197701833
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	8388608	415981208
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	16777216	894872791
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	33554432	1850900125
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	67108864	3868166667
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	134217728	8066667625
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	268435456	16847424625
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	1024	5375
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	2048	8917
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	4096	14417
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	8192	30375
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	16384	59708
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	32768	138542
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	65536	273375
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	131072	569125
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	262144	1187292
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	524288	2611708
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	1048576	5540417
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	2097152	11804500
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	4194304	24229625
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	8388608	52089709
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	16777216	109535000
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	33554432	229702834
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	67108864	476301667
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	134217728	994866542
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	268435456	2081222209
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	1024	5667
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	2048	8709
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	4096	20792
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	8192	33333
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	16384	75166
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	32768	148417
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	65536	299250
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	131072	651750
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	262144	1324000
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	524288	2836709
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	1048576	5993084
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	2097152	12610667
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	4194304	26583125
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	8388608	57928500
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	16777216	119566750
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	33554432	249818083
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	67108864	518156833
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	134217728	1078469125
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	268435456	2238391042
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	1024	24583
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	2048	50916
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	4096	99209
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	8192	222125
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	16384	459500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	32768	1015917
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	65536	2114959
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	131072	4573375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	262144	9757167
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	524288	20521375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	1048576	43111000
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	2097152	92231167
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	4194304	191770750
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	8388608	398197125
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	16777216	832921500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	33554432	1734432291
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	67108864	3614228625
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	134217728	7597241334
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	268435456	15665492750
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	1024	15000
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	2048	8000
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	4096	16416
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	8192	35875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	16384	66333
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	32768	149125
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	65536	277959
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	131072	588584
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	262144	1300125
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	524288	2965291
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	1048576	6203000
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	2097152	12588667
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	4194304	28422208
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	8388608	60690542
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	16777216	124257209
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	33554432	264388834
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	67108864	530287375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	134217728	1116025166
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	268435456	2441343500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	1024	8333
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	2048	10042
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	4096	22958
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	8192	33000
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	16384	65875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	32768	145042
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	65536	313792
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	131072	605375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	262144	1260459
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	524288	2830792
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	1048576	6138333
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	2097152	12638000
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	4194304	28688958
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	8388608	60207167
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	16777216	122155000
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	33554432	265735459
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	67108864	533774584
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	134217728	1129801208
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	268435456	2465551125
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	1024	28625
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	2048	51083
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	4096	104042
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	8192	227084
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	16384	479208
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	32768	1056666
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	65536	2280500
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	131072	4635041
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	262144	10053833
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	524288	21310417
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	1048576	45084167
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	2097152	93996500
