# algorithm	order	size	timeNs
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	4194304	206778083
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	8388608	415873417
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	16777216	883742458
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	33554432	1864796667
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	67108864	3879823958
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	134217728	8085162833
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	268435456	16630140375
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	1024	5875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	2048	7541
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	4096	18666
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	8192	29291
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	16384	63833
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	32768	144042
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	65536	282000
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	131072	567208
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	262144	1200333
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	524288	2584708
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	1048576	5353375
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	2097152	11976917
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	4194304	24660000
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	8388608	52548708
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	16777216	116194125
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	33554432	237728125
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	67108864	476508000
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	134217728	996924166
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	268435456	2231538500
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	1024	6542
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	2048	8833
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	4096	16542
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	8192	33166
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	16384	66208
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	32768	150750
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	65536	303209
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	131072	643125
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	262144	1348541
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	524288	2914333
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	1048576	6132625
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	2097152	12935833
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	4194304	27100250
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	8388608	60634959
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	16777216	120972959
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	33554432	255704000
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	67108864	551085542
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	134217728	1099072917
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	268435456	2255949709
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	1024	25667
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	2048	54625
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	4096	99750
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	8192	231708
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	16384	470750
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	32768	1000833
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	65536	2295666
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	131072	4636291
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	262144	9600042
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	524288	20878750
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	1048576	44152666
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	2097152	95931791
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	4194304	195841209
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	8388608	404243792
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	16777216	831782792
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	33554432	1757727167
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	67108864	3603182875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	134217728	7545252209
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	268435456	15663918750
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	1024	6084
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	2048	8500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	4096	16500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	8192	28500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	16384	64208
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	32768	152500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	65536	286833
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	131072	599708
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	262144	1214125
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	524288	2822750
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	1048576	6309375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	2097152	12449250
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	4194304	29709292
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	8388608	60943917
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	16777216	121116667
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	33554432	267266750
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	67108864	527810667
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	134217728	1142938291
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	268435456	2405380125
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	1024	7750
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	2048	13125
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	4096	19959
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	8192	30959
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	16384	67209
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	32768	150375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	65536	311708
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	131072	659375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	262144	1295250
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	524288	2995333
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	1048576	6249833
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	2097152	12564583
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	4194304	35692584
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	8388608	67414958
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	16777216	124857750
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	33554432	268038917
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	67108864	540983917
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	134217728	1123730625
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	268435456	2468419375
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	1024	29792
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	2048	53333
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	4096	104875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	8192	230750
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	16384	489792
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	32768	1038667
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	65536	2214833
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	131072	4692625
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	262144	9971917
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	524288	21033042
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	1048576	45321250
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	2097152	95415917
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	4194304	202780041
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	8388608	412003459
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	16777216	888324917
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	33554432	1854294584
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	67108864	3836479208
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	134217728	8027400167
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	268435456	16727949208
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	1024	5375
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	2048	9167
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	4096	17709
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	8192	29167
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	16384	64208
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	32768	127958
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	65536	259416
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	131072	585291
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	262144	1216167
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	524288	2540459
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	1048576	5337667
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	2097152	11884042
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	4194304	24593875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	8388608	52421375
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	16777216	109461750
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	33554432	228766500
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	67108864	470979458
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	134217728	1005518000
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	268435456	2032834208
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	1024	6083
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	2048	10834
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	4096	17167
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	8192	33166
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	16384	72167
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	32768	139416
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	65536	302667
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	131072	620834
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	262144	1315875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	524288	2810042
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	1048576	6030875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	2097152	12507709
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	4194304	27093875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	8388608	59631500
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	16777216	123115584
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	33554432	249207667
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	67108864	541759042
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	134217728	1087489666
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	268435456	2234007750
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	1024	25583
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	2048	48833
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	4096	107375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	8192	211959
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	16384	471542
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	32768	988166
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	65536	2126958
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	131072	4521958
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	262144	9663792
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	524288	20426417
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	1048576	42908583
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	2097152	90803417
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	4194304	191497125
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	8388608	405939209
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	16777216	828858792
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	33554432	1739515375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	67108864	3607569250
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	134217728	7595893583
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	268435456	15644492958
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	1024	5250
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	2048	9875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	4096	19917
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	8192	35042
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	16384	67375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	32768	141667
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	65536	275000
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	131072	600083
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	262144	1192375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	524288	2755042
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	1048576	6099833
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	2097152	12267458
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	4194304	28359375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	8388608	59870916
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	16777216	120079000
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	33554432	265661292
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	67108864	529490792
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	134217728	1117170417
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	268435456	2424390917
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	1024	7875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	2048	9500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	4096	18833
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	8192	31166
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	16384	65291
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	32768	142791
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	65536	288375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	131072	609792
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	262144	1235834
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	524288	2782833
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	1048576	6347167
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	2097152	12407000
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	4194304	28738083
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	8388608	59455459
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	16777216	121908292
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	33554432	266314709
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	67108864	532824083
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	134217728	1124467500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	268435456	2456714333
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	1024	25209
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	2048	47708
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	4096	107208
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	8192	223084
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	16384	504875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	32768	1036709
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	65536	2219458
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	131072	4761792
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	262144	10149875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	524288	21670708
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	1048576	45363583
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	2097152	96231667
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	4194304	198306500
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	8388608	423642166
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	16777216	884754959
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	33554432	1823152541
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	67108864	3828767458
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	134217728	7993137875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	268435456	16754645917
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	1024	5208
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	2048	10125
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	4096	16667
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	8192	36625
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	16384	62250
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	32768	124166
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	65536	292625
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	131072	581958
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	262144	1166417
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	524288	2679375
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	1048576	5590833
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	2097152	12339000
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	4194304	24943375
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	8388608	54008500
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	16777216	110974958
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	33554432	231809166
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	67108864	483503292
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	134217728	1015135958
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	268435456	2088383584
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	1024	6042
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	2048	9833
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	4096	19292
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	8192	32792
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	16384	72333
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	32768	144458
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	65536	308084
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	131072	639166
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	262144	1297875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	524288	2866125
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	1048576	5925584
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	2097152	12436000
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	4194304	26854500
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	8388608	56318625
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	16777216	117988667
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	33554432	248892250
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	67108864	507769125
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	134217728	1059496333
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	268435456	2190713500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	1024	23916
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	2048	55208
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	4096	109708
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	8192	226292
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	16384	470875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	32768	972375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	65536	2110958
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	131072	4397458
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	262144	9478708
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	524288	20782667
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	1048576	42340917
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	2097152	91444458
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	4194304	192055500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	8388608	392801333
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	16777216	829148958
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	33554432	1758452167
